No,Branch Code,Branch Store Name,Province (Khmer),District (English),District (Khmer),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Phone,Type,Status
444,"PURA010","Pramaoy 01","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","ប្រម៉ោយ","150604","12.306994","103.095853","0889002282","Authorized Dealer/ Authorized Agent","In effect"
445,"PURA011","Pramaoy 02","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","ប្រម៉ោយ","150604","12.355181","103.469557","0884370168","Authorized Dealer/ Authorized Agent","In effect"
446,"PURA012","Ou Ta Paong","ពោធិ៍សាត់","Bakan","បាកាន","អូរតាប៉ោង","150105","12.660656","103.670925","0977395398","Authorized Dealer/ Authorized Agent","In effect"
447,"PURA013","Ou Saom","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","អូរសោម","150601","12.080807","103.205989","0889469666","Authorized Dealer/ Authorized Agent","In effect"
448,"PURA014","Snam Preah","ពោធិ៍សាត់","Bakan","បាកាន","ស្នាមព្រះ","150107","12.626963","103.836676","0976632663","Authorized Dealer/ Authorized Agent","In effect"
449,"PURA015","Ou Sandan","ពោធិ៍សាត់","Krakor","ក្រគរ","អូរសណ្ដាន់","150308","12.557407","104.114851","0977990073","Authorized Dealer/ Authorized Agent","In effect"
450,"PURA016","Ta Lou 02","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","តាលោ","150701","12.4892","103.6503","0966719553","Authorized Dealer/ Authorized Agent","In effect"
451,"PURA017","Boeng Khnar","ពោធិ៍សាត់","Bakan","បាកាន","បឹងខ្នារ","150102","12.632193","103.734616","0713222192","Authorized Dealer/ Authorized Agent","In effect"
452,"PURA018","Trapeang Chong","ពោធិ៍សាត់","Bakan","បាកាន","ត្រពាំងជង","150110","12.580989","103.737537","0976877444","Authorized Dealer/ Authorized Agent","In effect"
453,"PURP001","Pousat","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","ចំរើនផល","150501","12.53454","103.91531","0977738488","Post office","In effect"
454,"PURS001","Phteah Prey","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","ផ្ទះព្រៃ","150504","12.537229","103.920705","","Post office","In effect"
455,"PURS002","Boeng Khnar","ពោធិ៍សាត់","Bakan","បាកាន","បឹងខ្នារ","150102","12.635697","103.72688","","Post office","In effect"
456,"ROTA001","Trapeang Chres","រតនគិរី","Koun Mom","កូនមុំ","ត្រពាំងច្រេស","160405","13.57925","106.772128","0974707171","Authorized Dealer/ Authorized Agent","In effect"
457,"ROTA002","Labansiek","រតនគិរី","Ban Lung","បានលុង","ឡាបានសៀក","160202","13.739982","106.991325","0975578077","Authorized Dealer/ Authorized Agent","In effect"
458,"ROTA003","Ta Veaeng Leu","រតនគិរី","Ta Veaeng","តាវែង","តាវែងលើ","160801","14.045859","107.107888","0717272436","Authorized Dealer/ Authorized Agent","In effect"
459,"ROTA004","Veun Sai","រតនគិរី","Veun Sai","វើនសៃ","ប៉ុង","160901","13.971663","106.813054","0974970505","Authorized Dealer/ Authorized Agent","In effect"
460,"ROTA005","Lum Choar","រតនគិរី","Ou Ya Dav","អូរយ៉ាដាវ","លំជ័រ","160702","13.670254","107.349959","0979818199","Authorized Dealer/ Authorized Agent","In effect"
461,"ROTA006","Chey Otdam 01","រតនគិរី","Lumphat","លំផាត់","ជ័យឧត្ដម","160501","13.486692","106.981576","0977740002","Authorized Dealer/ Authorized Agent","In effect"
462,"ROTA007","Malik","រតនគិរី","Andoung Meas","អណ្ដូងមាស","ម៉ាលិក","160101","13.865468","107.305068","0974538161","Authorized Dealer/ Authorized Agent","In effect"
463,"ROTA008","Kachanh 01","រតនគិរី","Ban Lung","បានលុង","កាចាញ","160201","13.719616","106.956511","0978252640","Authorized Dealer/ Authorized Agent","In effect"
464,"ROTA009","Kachanh 02","រតនគិរី","Ban Lung","បានលុង","កាចាញ","160201","13.717359","106.977399","0888989883","Authorized Dealer/ Authorized Agent","In effect"
465,"ROTA010","Teun","រតនគិរី","Koun Mom","កូនមុំ","តឺន","160404","13.683354","106.88182","0885949079","Authorized Dealer/ Authorized Agent","In effect"
466,"ROTA011","Chey Otdam 02","រតនគិរី","Lumphat","លំផាត់","ជ័យឧត្ដម","160501","13.459472","106.95973","0975862533","Authorized Dealer/ Authorized Agent","In effect"
467,"ROTA012","Ba Tang","រតនគិរី","Lumphat","លំផាត់","បាតាង","160505","13.580911","106.957987","060929929","Authorized Dealer/ Authorized Agent","In effect"
468,"ROTA013","Ou Chum","រតនគិរី","Ou Chum","អូរជុំ","ចាអ៊ុង","160601","13.796013","106.993309","0313377735","Authorized Dealer/ Authorized Agent","In effect"
469,"ROTA014","Trapeang Kraham 01","រតនគិរី","Koun Mom","កូនមុំ","ត្រពាំងក្រហម","160406","13.508764","106.654464","0974821222","Authorized Dealer/ Authorized Agent","In effect"
470,"ROTA015","Veun Sai","រតនគិរី","Veun Sai","វើនសៃ","ប៉ុង","160901","13.9749","106.8164","0978441069","Authorized Dealer/ Authorized Agent","In effect"
471,"ROTA016","Trapeang Kraham 02","រតនគិរី","Koun Mom","កូនមុំ","ត្រពាំងក្រហម","160406","13.542316","106.686128","0979604499","Authorized Dealer/ Authorized Agent","In effect"
472,"ROTA017","Srae Angkrong","រតនគិរី","Koun Mom","កូនមុំ","ស្រែអង្គ្រង","160402","13.433351","106.61364","0972997353","Authorized Dealer/ Authorized Agent","In effect"
473,"ROTP001","Ratanakiri","ព្រះវិហារ","Rovieng","រវៀង","រតនៈ","130507","12.457732","107.187718","0972959859","Post office","In effect"
474,"ROTS001","Labansiek","រតនគិរី","Ban Lung","បានលុង","ឡាបានសៀក","160202","13.7367","106.9864","0975330962","Post office","In effect"
475,"ROTS002","La Minh","រតនគិរី","Bar Kaev","បរកែវ","ឡាមីញ","160303","13.686","107.2169","0977773839","Post office","In effect"
476,"ROTS003","Boeng Kansaeng","រតនគិរី","Ban Lung","បានលុង","បឹងកន្សែង","160204","13.7451","106.9894","0315555236","Post office","In effect"
477,"HUBSIE001","Hub vùng HUBSIE001","ព្រៃវែង","Prey Veng","ព្រៃវែង","ជើងទឹក","141002","13.663216983310829","104.22347632585762","","Regional Warehouse","Out of effect"
478,"HZ2P01","Head Office Z2","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី២","120915","","","","Phòng ban","In effect"
479,"SIEA001","Svay Leu","សៀមរាប","Svay Leu","ស្វាយលើ","បឹងមាលា","171301","13.551747","104.252698","0979053555","Authorized Dealer/ Authorized Agent","In effect"
480,"SIEA002","Puok 01","សៀមរាប","Puok","ពួក","សសរស្ដម្ភ","170701","13.400147","103.79594","0975481444","Authorized Dealer/ Authorized Agent","In effect"
481,"SIEA003","Dam Daek","សៀមរាប","Soutr Nikom","សូទ្រនិគម","ដំដែក","171102","13.248097","104.124303","066865653","Authorized Dealer/ Authorized Agent","In effect"
482,"SIEA005","Srangae","សៀមរាប","Siem Reap","សៀមរាប","ស្រង៉ែ","171010","13.365655","103.808087","0974343776","Authorized Dealer/ Authorized Agent","In effect"
483,"SIEA006","Kralanh","សៀមរាប","Kralanh","ក្រឡាញ់","ចន្លាសដៃ","170601","13.588405","103.417674","0975464445","Authorized Dealer/ Authorized Agent","In effect"
484,"SIEA007","Srae Nouy","សៀមរាប","Varin","វ៉ារិន","ស្រែណូយ","171403","13.813315","104.046877","060596668","Authorized Dealer/ Authorized Agent","In effect"
485,"SIEA008","Kampong Kdei","សៀមរាប","Chi Kraeng","ជីក្រែង","កំពង់ក្ដី","170403","13.111871","104.354264","0884246677","Authorized Dealer/ Authorized Agent","In effect"
486,"SIEA009","Samraong","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","សំរោង","010505","13.393213","103.867875","0718448884","Authorized Dealer/ Authorized Agent","In effect"
487,"SIEA010","Kantreang","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","កន្ទ្រាំង","170905","13.352193","104.024788","0886526700","Authorized Dealer/ Authorized Agent","In effect"
488,"SIEA011","Sala Kamraeuk","សៀមរាប","Siem Reap","សៀមរាប","សាលាកំរើក","171004","13.354795","103.869528","067557686","Authorized Dealer/ Authorized Agent","In effect"
489,"SIEA012","Ballang","កំពង់ធំ","Baray","បារាយណ៍","បល្ល័ង្គ","060102","13.475203","104.17265","0974693524","Authorized Dealer/ Authorized Agent","In effect"
490,"SIEA014","Chrouy Neang Nguon","សៀមរាប","Srei Snam","ស្រីស្នំ","ជ្រោយនាងងួន","171201","13.8277","103.5156","0884818395","Authorized Dealer/ Authorized Agent","In effect"
491,"SIEA016","Siem Reab","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","សៀមរាប","080122","13.318811","103.851774","0714468468","Authorized Dealer/ Authorized Agent","In effect"
492,"SIEA017","Kouk Chak","សៀមរាប","Siem Reap","សៀមរាប","គោកចក","171003","13.580205","103.880291","066728622","Authorized Dealer/ Authorized Agent","In effect"
493,"SIEA022","Puok 02","សៀមរាប","Puok","ពួក","សសរស្ដម្ភ","170701","13.44275","103.727382","0712668626","Authorized Dealer/ Authorized Agent","In effect"
494,"SIEA030","Char Chhuk","សៀមរាប","Angkor Chum","អង្គរជុំ","ចារឈូក","170101","13.683854","103.649091","0974577522","Authorized Dealer/ Authorized Agent","In effect"
495,"SIEA031","Khnar Sanday","សៀមរាប","Banteay Srei","បន្ទាយស្រី","ខ្នារសណ្ដាយ","170301","13.586712","103.956676","090811187","Authorized Dealer/ Authorized Agent","In effect"
496,"SIEA033","Svay Sa","ពោធិ៍សាត់","Krakor","ក្រគរ","ស្វាយស","150310","13.79006","103.750383","0713076258","Authorized Dealer/ Authorized Agent","In effect"
497,"SIEA034","Anlung Samnar","សៀមរាប","Chi Kraeng","ជីក្រែង","អន្លង់សំណរ","170401","13.068422","103.289207","0977666622","Authorized Dealer/ Authorized Agent","In effect"
498,"SIEA035","Sla Kram","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","ស្លក្រាម","010803","13.358351","103.893148","0713333717","Authorized Dealer/ Authorized Agent","In effect"
499,"SIEA036","Kaev Poar","សៀមរាប","Puok","ពួក","កែវពណ៌","170704","13.387312","103.743113","0883393307","Authorized Dealer/ Authorized Agent","In effect"
500,"SIEA037","Ruessei Lok","សៀមរាប","Chi Kraeng","ជីក្រែង","ឫស្សីលក","170410","13.199103","104.214583","066332241","Authorized Dealer/ Authorized Agent","In effect"
501,"SIEA038","Peak Snaeng","សៀមរាប","Angkor Thum","អង្គរធំ","ពាក់ស្នែង","170203","103.880291","66728622","066728622","Authorized Dealer/ Authorized Agent","In effect"
502,"SIEA039","Kandaek","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","កណ្ដែក","170906","13.356339","103.916749","0886683828","Authorized Dealer/ Authorized Agent","In effect"
503,"SIEP001","Siem Reab","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","សៀមរាប","080122","13.359287","103.883998","0976241999","Post office","In effect"
504,"SIES001","Kouk Chak","សៀមរាប","Siem Reap","សៀមរាប","គោកចក","171003","13.381318","103.853015","0888552626","Post office","In effect"
505,"SIES002","Siem Reab","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","សៀមរាប","080122","13.359275","103.854515","066660093","Post office","In effect"
506,"SIES003","Dam Daek","សៀមរាប","Soutr Nikom","សូទ្រនិគម","ដំដែក","171102","13.244512","104.124204","0974545556","Post office","In effect"
507,"DVCZ4","Vehicle Team Z4","Battambang","Banan","បាណន់","ឈើទាល","020104","","","","Transportation Team/ Delivery Team/ Shipping Team","In effect"
508,"HUBSIH01","Hub vùng HUBSIH01","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","ជើងកើប","080105","10.72425540436019","103.81133409318521","","Regional Warehouse","Out of effect"
509,"SIHA001","Tumnob Rolok","ព្រះសីហនុ","Stueng Hav","ស្ទឹងហាវ","ទំនប់រលក","180303","10.737428","103.624233","0314000700","Authorized Dealer/ Authorized Agent","In effect"
510,"SIHA002","Boeng Ta Prum","ព្រះសីហនុ","Kampong Soam","កំពង់សោម","បឹងតាព្រហ្ម","180604","10.573382","103.773205","0713337606","Authorized Dealer/ Authorized Agent","In effect"
511,"SIHA003","Ou Oknha Heng","ព្រះសីហនុ","Kampong Soam","កំពង់សោម","អូរឧកញ៉ាហេង","180603","10.589629","103.763962","0887253325","Authorized Dealer/ Authorized Agent","In effect"
512,"SIHA004","Prey Nob","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","អណ្ដូងថ្ម","180201","10.629706","103.782186","0882218111","Authorized Dealer/ Authorized Agent","In effect"
513,"SIHA005","Andoung Thma","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","អណ្ដូងថ្ម","180201","10.675489","103.800485","0719772546","Authorized Dealer/ Authorized Agent","In effect"
514,"SIHA006","Cheung Kou","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","ជើងគោ","180204","10.753846","103.804156","0979696654","Authorized Dealer/ Authorized Agent","In effect"
515,"SIHA007","Lekh Muoy 01","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","លេខ១","180101","10.662359","103.522013","0886566000","Authorized Dealer/ Authorized Agent","In effect"
516,"SIHA008","Lekh Muoy 02","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","លេខ១","180101","10.664146","103.522118","0314000700","Authorized Dealer/ Authorized Agent","In effect"
517,"SIHA009","Stueng Chhay","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","ស្ទឹងឆាយ","180404","10.939812","103.798362","0716668661","Authorized Dealer/ Authorized Agent","In effect"
518,"SIHP001","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","លេខ១","180101","10.620638","103.541226","0972158568","Post office","In effect"
519,"SIHS001","Lekh Buon","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","លេខ១","180101","10.61986","103.52744","0719998091","Post office","In effect"
520,"SIHS002","Veal Renh","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","វាលរេញ","180214","10.709813","103.818335","0889419922","Post office","In effect"
521,"SPEA001","Preah Khae","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","ព្រះខែ","050115","11.174528","104.500433","0977626085","Authorized Dealer/ Authorized Agent","In effect"
522,"SPEA002","Svay Rumpear","កំពង់ឆ្នាំង","Kampong Leaeng","កំពង់លែង","ស្វាយរំពារ","040408","11.211305","104.583741","060317111","Authorized Dealer/ Authorized Agent","In effect"
523,"SPEA003","Krang Chek","កំពង់ស្ពឺ","Samkkei Munichay","សាមគ្គីមុនីជ័យ","ក្រាំងចេក","051004","11.582755","104.531477","0975188198","Authorized Dealer/ Authorized Agent","In effect"
524,"SPEA004","Roka Kaoh 01","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","រកាកោះ","050308","11.426686","104.661059","0976433308","Authorized Dealer/ Authorized Agent","In effect"
525,"SPEA005","Sambour","កំពង់ចាម","Batheay","បាធាយ","សំបូរ","030107","11.533326","104.618288","0884207700","Authorized Dealer/ Authorized Agent","In effect"
526,"SPEA007","Samrong Tong","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","សំរោងទង","050707","11.54068","104.595483","0314214242","Authorized Dealer/ Authorized Agent","In effect"
527,"SPEA008","Pou Chamraeun","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","ពោធិ៍ចំរើន","050108","11.105882","104.598308","0712929111","Authorized Dealer/ Authorized Agent","In effect"
528,"SPEA009","Traeng Trayueng","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","ត្រែងត្រយឹង","050613","11.277905","104.211297","067735151","Authorized Dealer/ Authorized Agent","In effect"
529,"SPEA010","Pneay","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","ព្នាយ","050705","11.517333","104.520212","0977773588","Authorized Dealer/ Authorized Agent","In effect"
530,"SPEA011","Rung Roeang","កំពង់ស្ពឺ","Thpong","ថ្ពង","រុងរឿង","050805","11.721285","104.520246","0883539111","Authorized Dealer/ Authorized Agent","In effect"
531,"SPEA012","Amleang","កំពង់ស្ពឺ","Thpong","ថ្ពង","អមលាំង","050801","11.801009","104.342315","0718570111","Authorized Dealer/ Authorized Agent","In effect"
532,"SPEA013","Skuh","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","ស្គុះ","050710","11.404436","104.51386","0887393401","Authorized Dealer/ Authorized Agent","In effect"
533,"SPEA014","Chambak","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","ចំបក់","050601","11.396063","104.111423","067309697","Authorized Dealer/ Authorized Agent","In effect"
534,"SPEA015","Roleang Kreul 01","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","រលាំងគ្រើល","050706","11.445192","104.62579","0979207902","Authorized Dealer/ Authorized Agent","In effect"
535,"SPEA016","Roka Kaoh 02","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","រកាកោះ","050308","11.412777","104.651533","0979028751","Authorized Dealer/ Authorized Agent","In effect"
536,"SPEA017","Khsem Khsan","កំពង់ស្ពឺ","Odongk Maechay","ឧដុង្គម៉ែជ័យ","ក្សេមក្សាន្ដ","050905","11.686979","104.70185","0319173555","Authorized Dealer/ Authorized Agent","In effect"
537,"SPEA018","Pheakdei","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","ភក្ដី","050104","11.177036","104.407526","0978894333","Authorized Dealer/ Authorized Agent","In effect"
538,"SPEA019","Prey Kmeng","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","ព្រៃក្មេង","050609","11.308992","104.438688","0719000076","Authorized Dealer/ Authorized Agent","In effect"
539,"SPEA020","Prey Sralaeng","ព្រៃវែង","Pea Reang","ពារាំង","ព្រៃស្រឡិត","140809","11.157493","104.684507","068989873","Authorized Dealer/ Authorized Agent","In effect"
540,"SPEA021","Tang Krouch","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","តាំងក្រូច","050711","11.531039","104.416137","090240230","Authorized Dealer/ Authorized Agent","In effect"
541,"SPEA022","Voa Sar","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","វល្លិសរ","050715","11.475615","104.567907","0716368844","Authorized Dealer/ Authorized Agent","In effect"
542,"SPEA023","Trapeang Chou","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","ត្រពាំងជោ","050403","11.811444","104.129407","0979744416","Authorized Dealer/ Authorized Agent","In effect"
543,"SPEA024","Ou Ta Vam","ប៉ៃលិន","Pailin","ប៉ៃលិន","អូរតាវ៉ៅ","240102","11.323964","104.578105","090353686","Authorized Dealer/ Authorized Agent","In effect"
544,"SPEA025","Tang Sya","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","តាំងស្យា","050611","11.38836","104.377905","0976668600","Authorized Dealer/ Authorized Agent","In effect"
545,"SPEA026","Ta Sal","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","តាសាល","050405","11.703038","103.939144","0972572737","Authorized Dealer/ Authorized Agent","In effect"
546,"SPEA027","Ou","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","អូរ","050607","11.342067","104.322307","0718952758","Authorized Dealer/ Authorized Agent","In effect"
547,"SPEA028","Veang Chas","កំពង់ស្ពឺ","Odongk Maechay","ឧដុង្គម៉ែជ័យ","វាំងចាស់","050901","11.823481","104.743066","090888506","Authorized Dealer/ Authorized Agent","In effect"
548,"SPEA029","Sangkae Satob","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","សង្កែសាទប","050404","11.680048","104.147813","0889342916","Authorized Dealer/ Authorized Agent","In effect"
549,"SPEA031","Krang Khnong","ភ្នំពេញ","Saensokh","សែនសុខ","ក្រាំងធ្នង់","120807","11.309173","104.631576","0975566365","Authorized Dealer/ Authorized Agent","In effect"
550,"SPEA032","Roleang Kreul 02","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","រលាំងគ្រើល","050706","11.440644","104.639622","0974122355","Authorized Dealer/ Authorized Agent","In effect"
551,"SPEP001","Chbar Mon","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","ច្បារមន","050201","11.465375","104.527043","0715554858","Post office","In effect"
552,"SPES001","Rokar Thum","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","រការធំ","050203","11.460768","104.514622","0979859966","Post office","In effect"
553,"SPES002","Snam Krapeu","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","ស្នំក្រពើ","050310","11.286801","104.706699","0973381119","Post office","In effect"
554,"STUA001","Sekong","ស្ទឹងត្រែង","Siem Pang","សៀមប៉ាង","សេកុង","190302","14.115063","106.385817","0718149159","Authorized Dealer/ Authorized Agent","In effect"
555,"STUA002","Siem Bouk 01","ស្ទឹងត្រែង","Siem Bouk","សៀមបូក","កោះព្រះ","190201","13.334026","106.103639","0884737897","Authorized Dealer/ Authorized Agent","In effect"
556,"STUA003","Ou Svay","កំពង់ចាម","Kampong Siem","កំពង់សៀម","អូរស្វាយ","030610","13.880126","106.001924","0888713860","Authorized Dealer/ Authorized Agent","In effect"
557,"STUA004","Kbal Romeas 01","ស្ទឹងត្រែង","Sesan","សេសាន","ក្បាលរមាស","190102","13.422893","106.280728","0979115186","Authorized Dealer/ Authorized Agent","In effect"
558,"STUA006","Siem Bouk 02","ស្ទឹងត្រែង","Siem Bouk","សៀមបូក","កោះព្រះ","190201","13.360574","105.959553","0974769888","Authorized Dealer/ Authorized Agent","In effect"
559,"STUA007","Phluk","ស្ទឹងត្រែង","Sesan","សេសាន","ភ្លុក","190103","13.564517","106.17007","0718796868","Authorized Dealer/ Authorized Agent","In effect"
560,"STUA008","Kbal Romeas 02","ស្ទឹងត្រែង","Sesan","សេសាន","ក្បាលរមាស","190102","13.417695","106.198157","0889899074","Authorized Dealer/ Authorized Agent","In effect"
561,"STUA009","Anlung Chrey","ស្ទឹងត្រែង","Thala Barivat","ថាឡាបរិវ៉ាត់","អន្លង់ជ្រៃ","190505","13.765682","105.671585","0887515877","Authorized Dealer/ Authorized Agent","In effect"
562,"STUA010","Preah Rumkel","ស្ទឹងត្រែង","Borei Ou Svay Senchey","បុរីអូរស្វាយសែនជ័យ","ព្រះរំកិល","190603","13.894888","105.964596","0889099904","Authorized Dealer/ Authorized Agent","In effect"
563,"STUP001","Stung Treng","ស្ទឹងត្រែង","Stueng Traeng","ស្ទឹងត្រែង","ស្ទឹងត្រែង","190401","13.528625","105.971602","0978797000","Post office","In effect"
564,"STUS001","Stueng Traeng","ស្ទឹងត្រែង","Stueng Traeng","ស្ទឹងត្រែង","ស្ទឹងត្រែង","190401","13.5285","105.9709","0313598585","Post office","In effect"
565,"SVAA001","Khsaet","ស្វាយរៀង","Kampong Rou","កំពង់រោទិ៍","ខ្សែត្រ","200203","10.926719","105.985774","0975390008","Authorized Dealer/ Authorized Agent","In effect"
566,"SVAA002","Kokir","កណ្តាល","Kien Svay","កៀនស្វាយ","គគីរ","080206","11.443579","105.861148","0974595363","Authorized Dealer/ Authorized Agent","In effect"
567,"SVAA003","Ang Prasrae","ស្វាយរៀង","Romeas Haek","រមាសហែក","អង្គប្រស្រែ","200404","11.323111","105.818189","0716431779","Authorized Dealer/ Authorized Agent","In effect"
568,"SVAA004","Kampong Chak","ស្វាយរៀង","Rumduol","រំដួល","កំពង់ចក","200303","11.171601","105.818778","0977281916","Authorized Dealer/ Authorized Agent","In effect"
569,"SVAA005","Bati","ស្វាយរៀង","Bavet","បាវិត","បាទី","200801","10.992849","106.129186","0979151383","Authorized Dealer/ Authorized Agent","In effect"
570,"SVAA006","Samraong","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","សំរោង","010505","10.9291","106.1414","0973077882","Authorized Dealer/ Authorized Agent","In effect"
571,"SVAA007","Kruos","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","គ្រួស","200511","11.061583","105.668694","0884779853","Authorized Dealer/ Authorized Agent","In effect"
572,"SVAA008","Chantrei","ស្វាយរៀង","Romeas Haek","រមាសហែក","ចន្ដ្រី","200405","11.284448","105.72468","0714023030","Authorized Dealer/ Authorized Agent","In effect"
573,"SVAA009","Doun Sa","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","ដូនស","200508","11.225428","105.724589","0714743388","Authorized Dealer/ Authorized Agent","In effect"
574,"SVAA010","Kampong Trach","កំពត","Kampong Trach","កំពង់ត្រាច","បឹងសាលាខាងជើង","070601","11.410974","105.784585","0717678881","Authorized Dealer/ Authorized Agent","In effect"
575,"SVAA011","Sambat Mean Chey","ស្វាយរៀង","Romeas Haek","រមាសហែក","សម្បត្ដិមានជ័យ","200414","11.437822","105.691046","0712255771","Authorized Dealer/ Authorized Agent","In effect"
576,"SVAA012","Doung","កំពង់ធំ","Prasat Ballangk","ប្រាសាទបល្ល័ង្គ","ដូង","060401","11.338164","105.862059","0976954441","Authorized Dealer/ Authorized Agent","In effect"
577,"SVAA013","Chres","កំពង់ឆ្នាំង","Kampong Tralach","កំពង់ត្រឡាច","ច្រេស","040503","10.935155","106.057092","0977050535","Authorized Dealer/ Authorized Agent","In effect"
578,"SVAA014","Mream","ស្វាយរៀង","Romeas Haek","រមាសហែក","ម្រាម","200412","11.311113","105.674529","0979255956","Authorized Dealer/ Authorized Agent","In effect"
579,"SVAA015","Svay Thum","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","ស្វាយធំ","200515","11.021884","105.603819","0887241333","Authorized Dealer/ Authorized Agent","In effect"
580,"SVAA016","Pou Reach","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","ពោធិរាជ","200512","11.150287","105.762472","0888787630","Authorized Dealer/ Authorized Agent","In effect"
581,"SVAA017","Chrey Thum","ស្វាយរៀង","Romeas Haek","រមាសហែក","ជ្រៃធំ","200406","11.408281","105.716263","0887666963","Authorized Dealer/ Authorized Agent","In effect"
582,"SVAA018","Koki Saom","ស្វាយរៀង","Svay Teab","ស្វាយទាប","គគីសោម","200702","11.159454","105.938441","0974444011","Authorized Dealer/ Authorized Agent","In effect"
583,"SVAA019","Svay Chrum","កំពង់ឆ្នាំង","Rolea B'ier","រលាប្អៀរ","ស្វាយជ្រុំ","040612","11.117568","105.716027","0883644453","Authorized Dealer/ Authorized Agent","In effect"
584,"SVAA020","Pouthi","ព្រៃវែង","Sithor Kandal","ស៊ីធរកណ្ដាល","ពោធិ៍ទី","141206","10.9867","106.1258","0886658844","Authorized Dealer/ Authorized Agent","In effect"
585,"SVAA021","Kampot Chroot","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","កំពង់រទេះ","060303","11.0351","106.0189","0975393893","Authorized Dealer/ Authorized Agent","In effect"
586,"SVAA022","Bos Svay","កំពង់ចាម","Kampong Siem","កំពង់សៀម","អូរស្វាយ","030610","11.2337","105.8807","0977141888","Authorized Dealer/ Authorized Agent","In effect"
587,"SVAP001","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","ស្វាយរៀង","200601","11.0914361","105.7915562","0979938909","Post office","In effect"
588,"SVAS001","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","ស្វាយរៀង","200601","11.082903","105.7966346","","Post office","In effect"
589,"SVAS002","Bavet","ស្វាយរៀង","Bavet","បាវិត","បាទី","200801","11.0705","106.1577","","Post office","In effect"
590,"SVAS003","Chrak Mtes","ស្វាយរៀង","Bavet","បាវិត","ច្រកម្ទេស","200803","11.0381","106.0115","","Post office","In effect"
591,"SVAS004","Kampong Trach","កំពត","Kampong Trach","កំពង់ត្រាច","បឹងសាលាខាងជើង","070601","11.412753","105.794946","","Post office","In effect"
592,"TAKA001","Ou Saray","តាកែវ","Tram Kak","ត្រាំកក់","អូរសារាយ","210906","11.075468","104.496893","0979577757","Authorized Dealer/ Authorized Agent","In effect"
